id,Class_1,Class_2,Class_3,Class_4
100000,0.84,0.04,0.0,0.12
100001,0.9545454545454546,0.0,0.045454545454545456,0.0
100002,0.6,0.0,0.0,0.4
100003,1.0,0.0,0.0,0.0
100004,0.875,0.0,0.0,0.125
100005,1.0,0.0,0.0,0.0
100006,0.1875,0.0,0.0,0.8125
100007,1.0,0.0,0.0,0.0
100008,0.7142857142857143,0.0,0.0,0.2857142857142857
100009,0.9523809523809524,0.0,0.0,0.047619047619047616
100010,1.0,0.0,0.0,0.0
100011,0.9130434782608696,0.08695652173913042,0.0,0.0
100012,0.9545454545454546,0.0,0.0,0.045454545454545456
100013,0.9545454545454546,0.045454545454545456,0.0,0.0
100014,1.0,0.0,0.0,0.0
100015,0.9545454545454546,0.0,0.045454545454545456,0.0
100016,0.9130434782608696,0.08695652173913042,0.0,0.0
100017,1.0,0.0,0.0,0.0
100018,1.0,0.0,0.0,0.0
100019,1.0,0.0,0.0,0.0
100020,1.0,0.0,0.0,0.0
100021,0.9130434782608696,0.0,0.0,0.08695652173913042
100022,1.0,0.0,0.0,0.0
100023,0.9523809523809524,0.0,0.0,0.047619047619047616
100024,1.0,0.0,0.0,0.0
100025,0.9545454545454546,0.0,0.0,0.045454545454545456
100026,0.95,0.0,0.0,0.05
100027,1.0,0.0,0.0,0.0
100028,0.6440677966101694,0.0,0.0,0.3559322033898305
100029,1.0,0.0,0.0,0.0
100030,1.0,0.0,0.0,0.0
100031,0.8076923076923077,0.0,0.0,0.19230769230769232
100032,1.0,0.0,0.0,0.0
100033,0.9523809523809524,0.0,0.047619047619047616,0.0
100034,0.8,0.0,0.04,0.16
100035,0.9523809523809524,0.047619047619047616,0.0,0.0
100036,0.9516129032723242,0.0,0.0,0.04838709672767588
100037,0.875,0.04166666666666666,0.0,0.08333333333333333
100038,1.0,0.0,0.0,0.0
100039,0.9411764705882352,0.0,0.05882352941176471,0.0
100040,1.0,0.0,0.0,0.0
100041,0.9545454545454546,0.0,0.0,0.045454545454545456
100042,0.875,0.0,0.0,0.125
100043,0.8076923076923077,0.038461538461538464,0.0,0.15384615384615385
100044,0.7142857142857143,0.0,0.0,0.2857142857142857
100045,0.8333333333333334,0.0,0.04166666666666666,0.125
100046,1.0,0.0,0.0,0.0
100047,0.9523809523809524,0.0,0.0,0.047619047619047616
100048,0.7924528301886793,0.018867924528301886,0.0,0.18867924528301888
100049,1.0,0.0,0.0,0.0
100050,0.6666666666666666,0.0,0.3333333333333333,0.0
100051,0.6896551724137931,0.0,0.0,0.3103448275862069
100052,0.9545454545454546,0.0,0.0,0.045454545454545456
100053,0.9545454545454546,0.0,0.0,0.045454545454545456
100054,0.9545454545454546,0.0,0.0,0.045454545454545456
100055,0.8888888888888888,0.1111111111111111,0.0,0.0
100056,1.0,0.0,0.0,0.0
100057,0.7647058823529411,0.0,0.05882352941176471,0.17647058823529413
100058,0.7407407407407407,0.0,0.0,0.25925925925925924
100059,0.9767441860465116,0.0,0.0,0.02325581395348837
100060,0.8,0.0,0.0,0.2
100061,0.9545454545454546,0.0,0.0,0.045454545454545456
100062,0.9130434782608696,0.08695652173913042,0.0,0.0
100063,1.0,0.0,0.0,0.0
100064,1.0,0.0,0.0,0.0
100065,0.625,0.0,0.04166666666666666,0.3333333333333333
100066,1.0,0.0,0.0,0.0
100067,1.0,0.0,0.0,0.0
100068,1.0,0.0,0.0,0.0
100069,0.9523809523809524,0.0,0.0,0.047619047619047616
100070,0.875,0.0,0.0,0.125
100071,1.0,0.0,0.0,0.0
100072,0.9130434782608696,0.0,0.0,0.08695652173913042
100073,0.9130434782608696,0.0,0.0,0.08695652173913042
100074,0.84,0.0,0.0,0.16
100075,0.9545454545454546,0.0,0.0,0.045454545454545456
100076,0.8666666666666667,0.0,0.0,0.13333333333333333
100077,1.0,0.0,0.0,0.0
100078,1.0,0.0,0.0,0.0
100079,0.9545454545454546,0.0,0.0,0.045454545454545456
100080,0.95,0.0,0.0,0.05
100081,0.875,0.04166666666666666,0.0,0.08333333333333333
100082,0.5909090909090909,0.0,0.045454545454545456,0.3636363636363637
100083,0.9523809523809524,0.047619047619047616,0.0,0.0
100084,0.9523809523809524,0.0,0.0,0.047619047619047616
100085,0.9523809523809524,0.0,0.0,0.047619047619047616
100086,0.7647058823529411,0.0,0.05882352941176471,0.17647058823529413
100087,1.0,0.0,0.0,0.0
100088,0.9545454545454546,0.0,0.0,0.045454545454545456
100089,0.8076923076923077,0.0,0.0,0.19230769230769232
100090,0.8,0.0,0.0,0.2
100091,0.6818181818181818,0.0,0.045454545454545456,0.2727272727272727
100092,0.6896551724137931,0.0,0.0,0.3103448275862069
100093,0.31081081136593075,0.0,0.0,0.6891891886340692
100094,1.0,0.0,0.0,0.0
100095,0.9545454545454546,0.0,0.0,0.045454545454545456
100096,0.9545454545454546,0.0,0.0,0.045454545454545456
100097,0.4827586206896552,0.0,0.0,0.5172413793103449
100098,0.8,0.04,0.0,0.16
100099,0.4271851303855412,0.0,0.3058241631234956,0.26699070649096324
100100,1.0,0.0,0.0,0.0
100101,0.9545454545454546,0.0,0.0,0.045454545454545456
100102,0.9545454545454546,0.045454545454545456,0.0,0.0
100103,0.8571428571428571,0.0,0.0,0.14285714285714285
100104,1.0,0.0,0.0,0.0
100105,1.0,0.0,0.0,0.0
100106,0.95,0.0,0.0,0.05
100107,0.9523809523809524,0.0,0.047619047619047616,0.0
100108,0.9545454545454546,0.0,0.0,0.045454545454545456
100109,0.9130434782608696,0.043478260869565216,0.0,0.043478260869565216
100110,0.9523809523809524,0.0,0.0,0.047619047619047616
100111,0.8163265306122449,0.08163265306122447,0.0,0.1020408163265306
100112,0.9545454545454546,0.0,0.0,0.045454545454545456
100113,0.9545454545454546,0.0,0.045454545454545456,0.0
100114,1.0,0.0,0.0,0.0
100115,0.8,0.0,0.0,0.2
100116,1.0,0.0,0.0,0.0
100117,0.875,0.0,0.0,0.125
100118,1.0,0.0,0.0,0.0
100119,1.0,0.0,0.0,0.0
100120,0.875,0.08333333333333333,0.0,0.04166666666666666
100121,0.84,0.0,0.0,0.16
100122,1.0,0.0,0.0,0.0
100123,0.7142857142857143,0.0,0.0,0.2857142857142857
100124,0.8695652173913043,0.0,0.043478260869565216,0.08695652173913042
100125,0.9523809523809524,0.0,0.047619047619047616,0.0
100126,1.0,0.0,0.0,0.0
100127,1.0,0.0,0.0,0.0
100128,0.5875000003073364,0.0,0.0,0.4124999996926635
100129,1.0,0.0,0.0,0.0
100130,0.7804878048780488,0.0,0.0,0.2195121951219512
100131,1.0,0.0,0.0,0.0
100132,0.9523809523809524,0.0,0.0,0.047619047619047616
100133,0.95,0.0,0.0,0.05
100134,0.75,0.1,0.0,0.15
100135,1.0,0.0,0.0,0.0
100136,0.7619047619047619,0.047619047619047616,0.14285714285714285,0.047619047619047616
100137,1.0,0.0,0.0,0.0
100138,0.9545454545454546,0.0,0.0,0.045454545454545456
100139,0.8076923076923077,0.0,0.0,0.19230769230769232
100140,1.0,0.0,0.0,0.0
100141,1.0,0.0,0.0,0.0
100142,0.5,0.3333333333333333,0.0,0.16666666666666666
100143,0.5714285714285714,0.0,0.0,0.42857142857142855
100144,1.0,0.0,0.0,0.0
100145,0.9523809523809524,0.0,0.0,0.047619047619047616
100146,0.95,0.05,0.0,0.0
100147,1.0,0.0,0.0,0.0
100148,0.9130434782608696,0.08695652173913042,0.0,0.0
100149,0.9545454545454546,0.0,0.0,0.045454545454545456
100150,0.9545454545454546,0.0,0.0,0.045454545454545456
100151,1.0,0.0,0.0,0.0
100152,0.9545454545454546,0.0,0.0,0.045454545454545456
100153,0.9545454545454546,0.0,0.0,0.045454545454545456
100154,0.8076923076923077,0.0,0.0,0.19230769230769232
100155,1.0,0.0,0.0,0.0
100156,1.0,0.0,0.0,0.0
100157,0.7916666666666666,0.04166666666666666,0.0,0.16666666666666666
100158,0.9047619047619048,0.09523809523809523,0.0,0.0
100159,1.0,0.0,0.0,0.0
100160,0.9545454545454546,0.0,0.0,0.045454545454545456
100161,0.9545454545454546,0.045454545454545456,0.0,0.0
100162,1.0,0.0,0.0,0.0
100163,0.7142857142857143,0.0,0.0,0.2857142857142857
100164,0.9545454545454546,0.0,0.0,0.045454545454545456
100165,0.9523809523809524,0.0,0.0,0.047619047619047616
100166,1.0,0.0,0.0,0.0
100167,0.9545454545454546,0.045454545454545456,0.0,0.0
100168,0.975609756097561,0.024390243902439025,0.0,0.0
100169,0.9523809523809524,0.0,0.0,0.047619047619047616
100170,1.0,0.0,0.0,0.0
100171,1.0,0.0,0.0,0.0
100172,0.9047619047619048,0.0,0.0,0.09523809523809523
100173,0.9545454545454546,0.045454545454545456,0.0,0.0
100174,0.9545454545454546,0.0,0.0,0.045454545454545456
100175,1.0,0.0,0.0,0.0
100176,0.95,0.0,0.0,0.05
100177,1.0,0.0,0.0,0.0
100178,0.7735849056603774,0.0,0.0,0.22641509433962265
100179,0.9545454545454546,0.0,0.0,0.045454545454545456
100180,1.0,0.0,0.0,0.0
100181,0.8076923076923077,0.0,0.0,0.19230769230769232
100182,0.95,0.0,0.0,0.05
100183,0.9545454545454546,0.0,0.0,0.045454545454545456
100184,1.0,0.0,0.0,0.0
100185,0.8936170212765957,0.0,0.0,0.10638297872340426
100186,0.75,0.0,0.05,0.2
100187,0.7142857142857143,0.0,0.0,0.2857142857142857
100188,0.9047619047619048,0.09523809523809523,0.0,0.0
100189,1.0,0.0,0.0,0.0
100190,0.30060340143043945,0.055951727885564836,0.0,0.6434448706839957
100191,0.95,0.0,0.0,0.05
100192,0.95,0.0,0.0,0.05
100193,0.9545454545454546,0.0,0.0,0.045454545454545456
100194,0.8076923076923077,0.0,0.0,0.19230769230769232
100195,0.7317073170731707,0.04878048780487805,0.0,0.2195121951219512
100196,0.75,0.03571428571428571,0.03571428571428571,0.17857142857142858
100197,0.7916666666666666,0.0,0.0,0.20833333333333331
100198,0.84,0.12,0.0,0.04
100199,1.0,0.0,0.0,0.0
100200,0.9130434782608696,0.08695652173913042,0.0,0.0
100201,1.0,0.0,0.0,0.0
100202,0.84,0.0,0.0,0.16
100203,0.9523809523809524,0.0,0.0,0.047619047619047616
100204,0.6190476190476191,0.0,0.0,0.3809523809523809
100205,1.0,0.0,0.0,0.0
100206,1.0,0.0,0.0,0.0
100207,0.875,0.04166666666666666,0.0,0.08333333333333333
100208,0.9130434782608696,0.08695652173913042,0.0,0.0
100209,0.8076923076923077,0.0,0.0,0.19230769230769232
100210,0.95,0.0,0.0,0.05
100211,0.9545454545454546,0.0,0.0,0.045454545454545456
100212,1.0,0.0,0.0,0.0
100213,1.0,0.0,0.0,0.0
100214,0.9545454545454546,0.0,0.0,0.045454545454545456
100215,0.72,0.0,0.0,0.28
100216,1.0,0.0,0.0,0.0
100217,0.4929577469045362,0.0,0.0,0.5070422530954638
100218,0.9545454545454546,0.045454545454545456,0.0,0.0
100219,0.875,0.0,0.0,0.125
100220,0.9047619047619048,0.0,0.0,0.09523809523809523
100221,1.0,0.0,0.0,0.0
100222,0.9545454545454546,0.0,0.0,0.045454545454545456
100223,0.4929577469045362,0.0,0.0,0.5070422530954638
100224,0.8076923076923077,0.0,0.0,0.19230769230769232
100225,0.9473684210526316,0.0,0.0,0.05263157894736842
100226,0.8222222222222222,0.0,0.13333333333333333,0.04444444444444445
100227,1.0,0.0,0.0,0.0
100228,0.9545454545454546,0.0,0.0,0.045454545454545456
100229,0.9130434782608696,0.08695652173913042,0.0,0.0
100230,0.7692307692307693,0.0,0.0,0.2307692307692308
100231,1.0,0.0,0.0,0.0
100232,0.9545454545454546,0.045454545454545456,0.0,0.0
100233,0.388535032311416,0.0,0.1146496814416095,0.4968152862469745
100234,0.9545454545454546,0.045454545454545456,0.0,0.0
100235,1.0,0.0,0.0,0.0
100236,0.5687203797895427,0.0,0.03317535435777745,0.3981042658526799
100237,0.9523809523809524,0.0,0.0,0.047619047619047616
100238,0.6956521739130435,0.0,0.0,0.3043478260869565
100239,0.9545454545454546,0.045454545454545456,0.0,0.0
100240,0.9545454545454546,0.0,0.0,0.045454545454545456
100241,0.9523809523809524,0.0,0.0,0.047619047619047616
100242,0.9523809523809524,0.0,0.0,0.047619047619047616
100243,0.9523809523809524,0.0,0.0,0.047619047619047616
100244,0.95,0.0,0.0,0.05
100245,1.0,0.0,0.0,0.0
100246,0.9302325581395348,0.02325581395348837,0.0,0.04651162790697674
100247,1.0,0.0,0.0,0.0
100248,0.9545454545454546,0.0,0.0,0.045454545454545456
100249,1.0,0.0,0.0,0.0
100250,0.95,0.0,0.0,0.05
100251,0.7777777777777778,0.0,0.0,0.2222222222222222
100252,0.8076923076923077,0.0,0.0,0.19230769230769232
100253,0.8076923076923077,0.0,0.0,0.19230769230769232
100254,1.0,0.0,0.0,0.0
100255,1.0,0.0,0.0,0.0
100256,1.0,0.0,0.0,0.0
100257,0.875,0.0,0.0,0.125
100258,1.0,0.0,0.0,0.0
100259,0.875,0.04166666666666666,0.0,0.08333333333333333
100260,1.0,0.0,0.0,0.0
100261,0.9545454545454546,0.045454545454545456,0.0,0.0
100262,0.9523809523809524,0.0,0.0,0.047619047619047616
100263,0.9545454545454546,0.0,0.0,0.045454545454545456
100264,1.0,0.0,0.0,0.0
100265,1.0,0.0,0.0,0.0
